simple_date,year,steps,mins_asleep,efficiency
2017-08-26,2017,14516,482,96
2017-08-27,2017,13837,447,92
2017-08-28,2017,24860,552,96
2017-08-29,2017,12320,516,96
2017-08-30,2017,21740,505,96
2017-08-31,2017,14165,501,95
2017-09-01,2017,18590,453,90
2017-09-02,2017,9729,514,93
2017-09-03,2017,25026,343,94
2017-09-04,2017,11996,491,96
2017-09-05,2017,19991,477,94
2017-09-06,2017,13916,521,91
2017-09-07,2017,23624,481,98
2017-09-08,2017,16098,522,94
2017-09-09,2017,22486,433,91
2017-09-10,2017,20587,508,96
2017-09-11,2017,20781,483,94
2017-09-12,2017,16397,473,91
2017-09-13,2017,20529,478,90
2017-09-14,2017,16340,494,95
2017-09-15,2017,20785,464,94
2017-09-16,2017,9441,519,93
2017-09-16,2017,9441,519,93
2017-09-17,2017,23076,505,95
2017-09-18,2017,23611,420,95
2017-09-19,2017,15062,475,96
2017-09-20,2017,22957,505,95
2017-09-21,2017,15884,514,94
2017-09-22,2017,18604,541,94
2017-09-23,2017,12401,556,97
2017-09-24,2017,17417,442,93
2017-09-25,2017,24425,421,96
2017-09-26,2017,10168,595,97
2017-09-27,2017,23775,394,91
2017-09-28,2017,10446,242,96
2017-09-29,2017,23941,473,95
2017-09-30,2017,17291,543,98
2017-10-01,2017,15214,566,96
2017-10-02,2017,19673,428,94
2017-10-03,2017,23778,486,98
2017-10-04,2017,20548,483,96
2017-10-05,2017,16415,458,94
2017-10-06,2017,19909,394,97
2017-10-07,2017,17474,507,96
2017-10-08,2017,24639,443,94
2017-10-09,2017,10467,409,94
2017-10-10,2017,21428,509,95
2017-10-11,2017,18619,492,96
2017-10-12,2017,23933,478,96
2017-10-13,2017,11143,494,94
2017-10-14,2017,23265,504,94
2017-10-15,2017,19469,456,91
2017-10-16,2017,11885,486,92
2017-10-16,2017,11885,486,92
2017-10-17,2017,17107,561,94
2017-10-18,2017,23523,450,90
2017-10-19,2017,16976,353,90
2017-10-20,2017,22752,340,96
2017-10-21,2017,16761,514,94
2017-10-22,2017,26019,557,95
2017-10-23,2017,20946,476,97
2017-10-24,2017,18121,451,95
2017-10-25,2017,21888,437,95
2017-10-26,2017,23686,497,97
2017-10-27,2017,19625,418,92
2017-10-28,2017,11259,563,96
2017-10-29,2017,24355,475,94
2017-10-30,2017,22725,387,96
2017-10-31,2017,24811,462,97
2017-11-01,2017,22465,485,93
2017-11-02,2017,15648,382,96
2017-11-03,2017,22289,447,95
2017-11-04,2017,20215,487,93
2017-11-05,2017,15418,364,92
2017-11-06,2017,21025,442,94
2017-11-07,2017,25086,515,93
2017-11-08,2017,18201,519,96
2017-11-09,2017,31436,504,97
2017-11-10,2017,21560,442,97
2017-11-11,2017,13768,510,92
2017-11-12,2017,18023,490,97
2017-11-13,2017,23894,475,97
2017-11-14,2017,19723,550,92
2017-11-15,2017,21620,394,95
2017-11-15,2017,21620,394,95
2017-11-16,2017,6636,438,94
2017-11-17,2017,23742,488,98
2017-11-18,2017,22861,457,93
2017-11-19,2017,11323,469,96
2017-11-20,2017,21661,429,92
2017-11-21,2017,18850,505,97
2017-11-22,2017,24969,477,95
2017-11-23,2017,12833,325,97
2017-11-24,2017,24413,422,93
2017-11-25,2017,18756,466,98
2017-11-26,2017,21450,454,95
2017-11-27,2017,20101,479,92
2017-11-28,2017,16765,464,94
2017-11-29,2017,20712,467,95
2017-11-30,2017,22499,466,92
2017-12-01,2017,23370,437,92
2017-12-02,2017,26254,465,93
2017-12-03,2017,13997,527,91
2017-12-04,2017,19273,436,97
2017-12-05,2017,21181,444,92
2017-12-06,2017,24861,481,97
2017-12-07,2017,17702,515,98
2017-12-08,2017,14036,578,99
2017-12-09,2017,20762,580,97
2017-12-10,2017,23158,531,93
2017-12-11,2017,23777,583,96
2017-12-12,2017,13341,552,95
2017-12-13,2017,22996,556,95
2017-12-14,2017,27588,522,94
2017-12-15,2017,19007,542,97
2017-12-15,2017,19007,542,97
2017-12-16,2017,24405,375,98
2017-12-17,2017,11641,549,95
2017-12-18,2017,22261,559,98
2017-12-19,2017,22757,504,94
2017-12-20,2017,22865,519,95
2017-12-21,2017,11066,510,95
2017-12-22,2017,19855,518,94
2017-12-23,2017,25759,486,94
2017-12-24,2017,24754,472,96
2017-12-25,2017,11252,411,93
2017-12-26,2017,20953,520,94
2017-12-27,2017,19476,455,93
2017-12-28,2017,25457,407,92
2017-12-29,2017,27029,496,96
2017-12-30,2017,13423,521,96
2017-12-31,2017,24732,471,96
2018-01-01,2018,20957,63,90
2018-01-01,2018,20957,471,96
2018-01-02,2018,23943,513,97
2018-01-03,2018,18691,460,95
2018-01-04,2018,12942,451,97
2018-01-05,2018,23923,523,97
2018-01-06,2018,21986,519,95
2018-01-07,2018,20726,447,96
2018-01-08,2018,27151,434,94
2018-01-09,2018,19864,486,96
2018-01-10,2018,21355,498,94
2018-01-11,2018,25000,465,96
2018-01-12,2018,22868,469,95
2018-01-13,2018,18205,497,98
2018-01-14,2018,9264,473,96
2018-01-14,2018,9264,473,96
2018-01-15,2018,25861,459,95
2018-01-16,2018,27353,428,94
2018-01-17,2018,25539,410,95
2018-01-18,2018,25946,511,96
2018-01-19,2018,10111,429,95
2018-01-20,2018,24232,110,94
2018-01-20,2018,24232,287,95
2018-01-21,2018,25589,478,95
2018-01-22,2018,24909,494,91
2018-01-23,2018,28723,496,95
2018-01-24,2018,12406,494,97
2018-01-25,2018,27656,488,95
2018-01-26,2018,22063,512,96
2018-01-27,2018,25737,443,97
2018-01-28,2018,31355,476,96
2018-01-29,2018,18639,470,97
2018-01-30,2018,25292,492,95
2018-01-31,2018,20933,480,95
2018-02-01,2018,25312,378,99
2018-02-02,2018,11313,530,94
2018-02-03,2018,17383,505,93
2018-02-04,2018,23345,459,92
2018-02-05,2018,25333,454,95
2018-02-06,2018,28867,368,92
2018-02-07,2018,22655,446,91
2018-02-08,2018,26364,447,95
2018-02-09,2018,9283,531,96
2018-02-10,2018,24765,500,94
2018-02-11,2018,28384,481,97
2018-02-12,2018,21158,158,95
2018-02-12,2018,21158,218,92
2018-02-13,2018,24147,477,94
2018-02-13,2018,24147,477,94
2018-02-14,2018,24283,491,95
2018-02-15,2018,21096,488,93
2018-02-16,2018,13150,484,95
2018-02-17,2018,19984,416,99
2018-02-18,2018,22362,440,92
2018-02-19,2018,24193,484,95
2018-02-20,2018,27069,491,96
2018-02-21,2018,21528,311,97
2018-02-21,2018,21528,160,96
2018-02-22,2018,21595,482,91
2018-02-23,2018,27665,467,95
2018-02-24,2018,21993,479,92
2018-02-25,2018,21554,489,93
2018-02-26,2018,26901,408,95
2018-02-27,2018,24497,494,97
2018-02-28,2018,25736,441,97
2018-03-01,2018,9214,59,94
2018-03-01,2018,9214,495,96
2018-03-02,2018,23753,303,99
2018-03-03,2018,24670,492,97
2018-03-04,2018,23849,466,96
2018-03-05,2018,20496,515,97
2018-03-06,2018,19166,494,97
2018-03-07,2018,22486,509,95
2018-03-08,2018,20860,485,94
2018-03-09,2018,21637,469,95
2018-03-10,2018,21811,93,98
2018-03-10,2018,21811,495,96
2018-03-11,2018,24416,514,96
2018-03-12,2018,26616,456,92
2018-03-13,2018,25381,466,97
2018-03-14,2018,11930,479,92
2018-03-15,2018,20940,495,96
2018-03-15,2018,20940,495,96
2018-03-16,2018,20410,431,96
2018-03-17,2018,22375,542,97
2018-03-18,2018,16141,512,95
2018-03-19,2018,23182,513,95
2018-03-20,2018,19365,545,95
2018-03-21,2018,19781,497,96
2018-03-22,2018,22079,512,94
2018-03-23,2018,25616,543,96
2018-03-24,2018,26208,533,93
2018-03-25,2018,20188,501,91
2018-03-26,2018,22835,499,95
2018-03-27,2018,25831,525,96
2018-03-28,2018,15240,491,96
2018-03-29,2018,28810,513,91
2018-03-30,2018,21235,461,94
2018-03-31,2018,22059,507,95
2018-04-01,2018,21456,489,93
2018-04-02,2018,19386,482,96
2018-04-03,2018,24804,523,96
2018-04-04,2018,14346,475,94
2018-04-05,2018,24641,439,96
2018-04-06,2018,23321,507,96
2018-04-07,2018,27607,507,89
2018-04-08,2018,28701,514,95
2018-04-09,2018,18895,479,96
2018-04-10,2018,27957,463,93
2018-04-11,2018,23941,506,93
2018-04-12,2018,25469,480,93
2018-04-13,2018,23085,502,94
2018-04-14,2018,15567,487,96
2018-04-14,2018,15567,487,96
2018-04-15,2018,27833,498,97
2018-04-16,2018,20008,511,96
2018-04-17,2018,23966,480,94
2018-04-18,2018,20061,479,94
2018-04-19,2018,24027,462,97
2018-04-20,2018,12719,416,93
2018-04-21,2018,24789,80,98
2018-04-21,2018,24789,161,91
2018-04-22,2018,23076,434,95
2018-04-23,2018,20136,491,98
2018-04-24,2018,19600,485,93
2018-04-25,2018,25317,538,96
2018-04-26,2018,17689,447,96
2018-04-27,2018,17868,359,99
2018-04-28,2018,26418,432,95
2018-04-29,2018,24943,477,94
2018-04-30,2018,21970,444,98
2018-05-01,2018,24747,496,96
2018-05-02,2018,12833,496,93
2018-05-03,2018,36843,449,93
2018-05-04,2018,20481,507,95
2018-05-05,2018,15751,465,93
2018-05-06,2018,22207,461,90
2018-05-07,2018,25421,476,93
2018-05-08,2018,23543,454,92
2018-05-09,2018,24183,502,97
2018-05-10,2018,19132,472,95
2018-05-11,2018,29267,445,97
2018-05-12,2018,12988,518,91
2018-05-13,2018,22528,619,96
2018-05-14,2018,28561,429,94
2018-05-14,2018,28561,429,94
2018-05-15,2018,30102,428,92
2018-05-16,2018,28014,460,95
2018-05-17,2018,28923,480,92
2018-05-18,2018,11835,512,96
2018-05-19,2018,23018,432,94
2018-05-20,2018,25401,452,95
2018-05-21,2018,19474,516,95
2018-05-22,2018,24582,508,94
2018-05-23,2018,20476,425,94
2018-05-24,2018,19246,482,95
2018-05-25,2018,21583,471,92
2018-05-26,2018,19001,471,97
2018-05-27,2018,25901,456,97
2018-05-28,2018,27725,549,95
2018-05-29,2018,26265,477,93
2018-05-30,2018,21083,471,94
2018-05-31,2018,17478,515,96
2018-06-01,2018,22350,510,96
2018-06-02,2018,21123,506,94
2018-06-03,2018,15245,536,96
2018-06-04,2018,25463,488,95
2018-06-05,2018,22516,543,97
2018-06-06,2018,13925,504,96
2018-06-07,2018,20869,494,94
2018-06-08,2018,23453,179,99
2018-06-08,2018,23453,164,92
2018-06-09,2018,19809,432,96
2018-06-10,2018,25108,435,93
2018-06-11,2018,26244,428,97
2018-06-12,2018,13126,505,93
2018-06-13,2018,21270,392,93
2018-06-13,2018,21270,392,93
2018-06-14,2018,22672,541,90
2018-06-15,2018,22993,479,95
2018-06-16,2018,16376,547,95
2018-06-17,2018,20880,487,96
2018-06-18,2018,19985,458,95
2018-06-19,2018,27875,444,94
2018-06-20,2018,21293,441,96
2018-06-21,2018,22027,492,95
2018-06-22,2018,13048,518,95
2018-06-23,2018,29642,444,95
2018-06-24,2018,24194,491,92
2018-06-25,2018,29317,373,94
2018-06-26,2018,27496,501,97
2018-06-27,2018,21562,384,94
2018-06-28,2018,13823,67,100
2018-06-28,2018,13823,552,94
2018-06-29,2018,26400,426,97
2018-06-30,2018,23887,488,91
2018-07-01,2018,27225,400,95
2018-07-02,2018,24046,522,93
2018-07-03,2018,24821,474,95
2018-07-04,2018,12234,474,95
2018-07-05,2018,27706,509,94
2018-07-06,2018,20049,479,96
2018-07-07,2018,30517,412,96
2018-07-08,2018,27150,457,97
2018-07-09,2018,21883,520,94
2018-07-10,2018,17508,466,94
2018-07-11,2018,20175,586,94
2018-07-12,2018,29153,462,94
2018-07-13,2018,21783,62,94
2018-07-13,2018,21783,546,96
2018-07-13,2018,21783,62,94
2018-07-13,2018,21783,546,96
2018-07-14,2018,25792,504,94
2018-07-15,2018,15404,498,93
2018-07-16,2018,20885,455,92
2018-07-17,2018,22053,373,95
2018-07-18,2018,21980,478,94
2018-07-19,2018,25556,491,92
2018-07-20,2018,24809,469,94
2018-07-21,2018,24036,484,96
2018-07-22,2018,12315,435,92
2018-07-23,2018,25297,441,96
2018-07-24,2018,30995,343,95
2018-07-25,2018,31136,453,95
2018-07-26,2018,14393,467,94
2018-07-27,2018,21112,476,95
2018-07-28,2018,42464,369,92
2018-07-29,2018,21551,386,92
2018-07-30,2018,20189,413,90
2018-07-31,2018,23821,481,92
2018-08-01,2018,21242,484,97
2018-08-02,2018,18792,540,94
2018-08-03,2018,24216,437,96
2018-08-04,2018,24654,432,97
2018-08-05,2018,26033,505,92
2018-08-06,2018,24092,418,96
2018-08-07,2018,29985,454,97
2018-08-08,2018,26608,483,98
2018-08-09,2018,25988,456,90
2018-08-10,2018,13175,440,91
2018-08-11,2018,28474,478,96
2018-08-12,2018,23138,401,95
2018-08-12,2018,23138,401,95
2018-08-13,2018,21355,583,93
2018-08-14,2018,23876,511,93
2018-08-15,2018,18091,450,96
2018-08-16,2018,19748,530,93
2018-08-17,2018,26704,450,94
2018-08-18,2018,22965,471,87
2018-08-19,2018,26550,536,92
2018-08-20,2018,15831,279,97
2018-08-20,2018,15831,103,85
2018-08-21,2018,27945,528,95
2018-08-22,2018,15205,512,91
2018-08-23,2018,24040,431,91
2018-08-24,2018,20870,464,95
2018-08-25,2018,16440,471,91
2018-08-26,2018,36145,486,94
2018-08-27,2018,19724,470,95
2018-08-28,2018,25435,470,98
2018-08-29,2018,20678,475,97
2018-08-30,2018,25704,504,95
2018-08-31,2018,11804,525,97
2018-09-01,2018,21634,478,94
2018-09-02,2018,26307,444,93
2018-09-03,2018,25931,459,95
2018-09-04,2018,22048,424,95
2018-09-05,2018,16248,352,96
2018-09-06,2018,24811,583,98
2018-09-07,2018,18008,463,97
2018-09-08,2018,26208,480,95
2018-09-09,2018,26120,460,96
2018-09-10,2018,20790,479,94
2018-09-11,2018,7908,484,94
2018-09-11,2018,7908,484,94
2018-09-12,2018,24160,538,95
2018-09-13,2018,24315,475,95
2018-09-14,2018,18554,526,95
2018-09-15,2018,21043,422,96
2018-09-16,2018,26424,500,95
2018-09-17,2018,23016,469,92
2018-09-18,2018,10985,405,100
2018-09-19,2018,25100,547,96
2018-09-20,2018,24342,524,95
2018-09-21,2018,20221,507,93
2018-09-22,2018,16749,513,96
2018-09-23,2018,24381,501,96
2018-09-24,2018,10257,500,97
2018-09-25,2018,22351,503,97
2018-09-26,2018,20827,452,95
2018-09-27,2018,16341,433,95
2018-09-28,2018,19532,479,97
2018-09-29,2018,21600,424,97
2018-09-30,2018,12569,441,100
2018-10-01,2018,21187,502,99
2018-10-02,2018,26537,239,100
2018-10-03,2018,23707,504,95
2018-10-04,2018,20888,546,94
2018-10-05,2018,20841,529,97
2018-10-06,2018,10884,394,98
2018-10-07,2018,23261,439,96
2018-10-08,2018,24895,466,95
2018-10-09,2018,19258,515,96
2018-10-10,2018,21529,455,98
2018-10-11,2018,13238,474,98
2018-10-11,2018,13238,474,98
2018-10-12,2018,18226,487,96
2018-10-13,2018,23382,469,96
2018-10-14,2018,25099,483,97
2018-10-15,2018,22538,472,93
2018-10-16,2018,6807,491,98
2018-10-17,2018,23447,499,92
2018-10-18,2018,20449,72,97
2018-10-18,2018,20449,538,96
2018-10-19,2018,20019,490,96
2018-10-20,2018,18905,315,96
2018-10-21,2018,24879,440,96
2018-10-22,2018,20693,513,97
2018-10-23,2018,8410,466,93
2018-10-24,2018,27488,544,96
2018-10-25,2018,19483,522,95
2018-10-26,2018,22594,532,94
2018-10-27,2018,26041,556,93
2018-10-28,2018,21531,500,93
2018-10-29,2018,24460,500,92
2018-10-30,2018,17657,535,93
2018-10-31,2018,21798,467,93
2018-11-01,2018,24147,336,97
2018-11-02,2018,22290,434,94
2018-11-03,2018,21589,464,93
2018-11-04,2018,10795,555,95
2018-11-05,2018,27883,454,97
2018-11-06,2018,7438,442,92
2018-11-07,2018,24507,524,97
2018-11-08,2018,22589,514,96
2018-11-09,2018,22185,538,95
2018-11-10,2018,21470,540,93
2018-11-10,2018,21470,540,93
2018-11-11,2018,21408,556,95
2018-11-12,2018,12791,484,94
2018-11-13,2018,19334,555,95
2018-11-14,2018,24210,521,94
2018-11-15,2018,21721,410,94
2018-11-16,2018,18271,505,97
2018-11-17,2018,22733,376,97
2018-11-18,2018,23679,424,97
2018-11-19,2018,22310,472,97
2018-11-20,2018,6766,557,94
2018-11-21,2018,25443,483,94
2018-11-22,2018,26938,571,94
2018-11-23,2018,30976,489,97
2018-11-24,2018,25125,588,93
2018-11-25,2018,28847,485,94
2018-11-26,2018,10064,584,94
2018-11-27,2018,24577,423,94
2018-11-28,2018,27817,502,96
2018-11-29,2018,21767,467,99
2018-11-30,2018,19354,600,90
2018-12-01,2018,23067,394,99
2018-12-02,2018,11611,456,96
2018-12-03,2018,21552,517,97
2018-12-04,2018,16883,491,96
2018-12-05,2018,19472,494,96
2018-12-06,2018,26305,427,92
2018-12-07,2018,21961,465,95
2018-12-08,2018,21532,535,96
2018-12-09,2018,12602,537,95
2018-12-10,2018,26803,485,93
2018-12-10,2018,26803,485,93
2018-12-11,2018,24582,479,92
2018-12-12,2018,18857,497,97
2018-12-13,2018,22498,312,95
2018-12-14,2018,20059,481,95
2018-12-15,2018,23245,507,94
2018-12-16,2018,6629,461,96
2018-12-17,2018,23695,562,94
2018-12-18,2018,20081,516,95
2018-12-19,2018,23371,544,93
2018-12-20,2018,20037,483,96
2018-12-21,2018,13718,467,97
2018-12-22,2018,21683,242,99
2018-12-23,2018,24785,538,96
2018-12-24,2018,21030,457,97
2018-12-25,2018,10991,470,95
2018-12-26,2018,20704,457,96
2018-12-27,2018,26143,437,95
2018-12-28,2018,21912,434,94
2018-12-29,2018,28583,431,95
2018-12-30,2018,16129,536,97
2018-12-31,2018,12173,512,96
2019-01-01,2019,29952,449,96
2019-01-02,2019,22997,515,96
2019-01-03,2019,28130,346,96
2019-01-04,2019,23504,441,96
2019-01-05,2019,27974,453,95
2019-01-06,2019,20998,504,96
2019-01-07,2019,7078,478,91
2019-01-08,2019,16062,481,94
2019-01-09,2019,19893,530,95
2019-01-09,2019,19893,530,95
2019-01-10,2019,27809,496,94
2019-01-11,2019,20107,504,95
2019-01-12,2019,20862,417,95
2019-01-13,2019,11246,529,95
2019-01-14,2019,24718,384,98
2019-01-15,2019,21274,477,94
2019-01-16,2019,24424,494,94
2019-01-17,2019,17141,544,89
2019-01-18,2019,20401,549,96
2019-01-19,2019,19169,504,96
2019-01-20,2019,19732,529,93
2019-01-21,2019,24968,425,96
2019-01-22,2019,23307,487,95
2019-01-23,2019,11780,452,95
2019-01-24,2019,25114,395,98
2019-01-25,2019,21364,506,97
2019-01-26,2019,22593,434,95
2019-01-27,2019,23799,590,95
2019-01-28,2019,20818,465,94
2019-01-29,2019,21930,508,94
2019-01-30,2019,11320,529,96
2019-01-31,2019,26676,503,92
2019-02-01,2019,19412,502,93
2019-02-02,2019,18229,494,95
2019-02-03,2019,24455,504,96
2019-02-04,2019,22709,508,95
2019-02-05,2019,10363,507,94
2019-02-06,2019,19461,600,95
2019-02-07,2019,22597,523,96
2019-02-08,2019,20627,517,98
2019-02-08,2019,20627,517,98
2019-02-09,2019,24590,494,96
2019-02-10,2019,11059,543,96
2019-02-11,2019,20486,518,95
2019-02-12,2019,21438,555,96
2019-02-13,2019,21053,538,97
2019-02-14,2019,27329,470,93
2019-02-15,2019,20112,549,98
2019-02-16,2019,14775,565,97
2019-02-17,2019,24156,501,95
2019-02-18,2019,19967,572,93
2019-02-19,2019,24445,503,95
2019-02-20,2019,17193,491,94
2019-02-21,2019,22410,471,95
2019-02-22,2019,20613,452,97
2019-02-23,2019,12412,508,95
2019-02-24,2019,19014,483,96
2019-02-25,2019,18470,500,97
2019-02-26,2019,17685,514,97
2019-02-27,2019,31712,514,97
2019-02-28,2019,17364,499,96
2019-03-01,2019,22644,489,96
2019-03-02,2019,9850,515,96
2019-03-03,2019,20428,468,97
2019-03-04,2019,21565,378,95
2019-03-05,2019,29283,493,94
2019-03-06,2019,21350,520,95
2019-03-07,2019,21366,521,95
2019-03-08,2019,21797,598,96
2019-03-09,2019,12565,478,94
2019-03-10,2019,22645,553,98
2019-03-10,2019,22645,553,98
2019-03-11,2019,20340,454,96
2019-03-12,2019,23181,455,98
2019-03-13,2019,20900,594,97
2019-03-14,2019,20106,522,96
2019-03-15,2019,27208,569,98
2019-03-16,2019,9824,525,94
2019-03-17,2019,22222,584,93
2019-03-18,2019,18183,522,96
2019-03-19,2019,20261,523,95
2019-03-20,2019,21904,513,93
2019-03-21,2019,18643,477,95
2019-03-22,2019,11766,531,94
2019-03-23,2019,23178,453,94
2019-03-24,2019,24936,498,94
2019-03-25,2019,25117,432,95
2019-03-26,2019,22141,480,96
2019-03-27,2019,22417,466,94
2019-03-28,2019,13368,488,97
2019-03-29,2019,24393,433,92
2019-03-30,2019,23834,411,93
2019-03-31,2019,23207,434,93
2019-04-01,2019,19513,456,95
2019-04-02,2019,22396,488,94
2019-04-03,2019,16909,503,95
2019-04-04,2019,14858,386,91
2019-04-05,2019,23979,507,93
2019-04-06,2019,21760,465,96
2019-04-07,2019,16855,423,94
2019-04-08,2019,26010,492,96
2019-04-09,2019,20691,441,92
2019-04-09,2019,20691,441,92
2019-04-10,2019,9712,498,92
2019-04-11,2019,25898,473,96
2019-04-12,2019,22274,512,91
2019-04-13,2019,27414,464,94
2019-04-14,2019,27659,538,92
2019-04-15,2019,13823,427,95
2019-04-16,2019,19625,462,94
2019-04-17,2019,19827,477,88
2019-04-18,2019,21183,533,95
2019-04-19,2019,17848,471,94
2019-04-20,2019,13661,478,92
2019-04-21,2019,25872,449,94
2019-04-22,2019,19571,458,97
2019-04-23,2019,20307,470,97
2019-04-24,2019,22163,519,92
2019-04-25,2019,21653,524,92
2019-04-26,2019,9463,473,94
2019-04-27,2019,19823,486,93
2019-04-28,2019,25211,543,91
2019-04-29,2019,20992,455,92
2019-04-30,2019,19948,495,96
2019-05-01,2019,17731,488,98
2019-05-02,2019,21795,476,96
2019-05-03,2019,13608,478,93
2019-05-04,2019,24635,477,97
2019-05-05,2019,25325,463,97
2019-05-06,2019,19979,424,97
2019-05-07,2019,21717,474,95
2019-05-08,2019,21237,436,95
2019-05-09,2019,9970,556,97
2019-05-09,2019,9970,556,97
2019-05-10,2019,19384,474,94
2019-05-11,2019,28391,439,94
2019-05-12,2019,28362,436,98
2019-05-13,2019,20775,494,93
2019-05-14,2019,21428,487,95
2019-05-15,2019,14518,475,93
2019-05-16,2019,23803,447,95
2019-05-17,2019,21218,462,95
2019-05-18,2019,20333,500,95
2019-05-19,2019,22191,517,96
2019-05-20,2019,17148,455,90
2019-05-21,2019,20935,421,98
2019-05-22,2019,12134,425,94
2019-05-23,2019,20103,523,97
2019-05-24,2019,18310,510,97
2019-05-25,2019,23901,462,96
2019-05-26,2019,23238,460,96
2019-05-27,2019,25009,418,94
2019-05-28,2019,8837,524,96
2019-05-29,2019,28498,417,93
2019-05-30,2019,22882,422,96
2019-05-31,2019,10939,508,98
2019-06-01,2019,22998,450,95
2019-06-02,2019,27215,425,95
2019-06-03,2019,19426,421,97
2019-06-04,2019,11265,455,96
2019-06-05,2019,19908,489,96
2019-06-06,2019,23105,562,95
2019-06-07,2019,23949,438,94
2019-06-08,2019,11407,498,95
2019-06-08,2019,11407,498,95
2019-06-09,2019,22413,428,90
2019-06-10,2019,24135,478,95
2019-06-11,2019,25300,272,95
2019-06-12,2019,24155,373,96
2019-06-13,2019,25295,469,95
2019-06-14,2019,10048,483,94
2019-06-15,2019,22708,479,98
2019-06-16,2019,23901,99,91
2019-06-16,2019,23901,479,97
2019-06-17,2019,18894,486,96
2019-06-18,2019,24140,504,95
2019-06-19,2019,21674,525,98
2019-06-20,2019,11686,525,94
2019-06-21,2019,25353,501,96
2019-06-22,2019,29864,443,96
2019-06-23,2019,27276,481,92
2019-06-24,2019,23727,302,91
2019-06-25,2019,20642,569,96
2019-06-26,2019,12088,524,95
2019-06-27,2019,23920,442,95
2019-06-28,2019,25735,475,96
2019-06-29,2019,21519,470,94
2019-06-30,2019,25386,430,94
2019-07-01,2019,24176,323,95
2019-07-02,2019,12567,511,96
2019-07-03,2019,24645,469,96
2019-07-04,2019,23849,445,95
2019-07-05,2019,21646,432,94
2019-07-06,2019,22487,530,94
2019-07-07,2019,13747,461,96
2019-07-08,2019,25328,467,98
2019-07-08,2019,25328,467,98
2019-07-09,2019,22903,447,94
2019-07-10,2019,23204,489,98
2019-07-11,2019,14604,504,95
2019-07-12,2019,27939,459,94
2019-07-13,2019,19966,469,96
2019-07-14,2019,22845,611,97
2019-07-15,2019,18581,480,94
2019-07-16,2019,12907,432,96
2019-07-17,2019,22762,533,95
2019-07-18,2019,22256,506,93
2019-07-19,2019,12220,477,95
2019-07-20,2019,19970,524,95
2019-07-21,2019,21730,519,96
2019-07-22,2019,19814,424,94
2019-07-23,2019,21637,506,95
2019-07-24,2019,7570,474,90
2019-07-25,2019,18857,534,94
2019-07-26,2019,23654,448,92
2019-07-27,2019,21873,485,95
2019-07-28,2019,24737,477,94
2019-07-29,2019,21088,481,96
2019-07-30,2019,18675,553,95
2019-07-31,2019,28493,481,95
2019-08-01,2019,24477,545,97
2019-08-02,2019,21203,386,92
2019-08-03,2019,17513,534,96
2019-08-04,2019,12227,547,93
2019-08-05,2019,24741,469,98
2019-08-06,2019,28799,436,94
2019-08-07,2019,20598,556,98
2019-08-07,2019,20598,556,98
2019-08-08,2019,18311,541,95
2019-08-09,2019,13381,495,94
2019-08-10,2019,22925,53,87
2019-08-10,2019,22925,479,96
2019-08-11,2019,22247,555,98
2019-08-12,2019,27335,533,95
